Year,Stage,Input,Output,CO2
2062,cath,lce,lfp,188.78836487197498
2062,cath,loh,nmc,188.78836487197498
2063,cath,lce,lfp,186.9004812232552
2063,cath,loh,nmc,186.9004812232552
2064,cath,lce,lfp,185.03147641102265
2064,cath,loh,nmc,185.03147641102265
2065,cath,lce,lfp,183.18116164691241
2065,cath,loh,nmc,183.18116164691241
2066,cath,lce,lfp,181.34935003044328
2066,cath,loh,nmc,181.34935003044328
2067,cath,lce,lfp,179.5358565301389
2067,cath,loh,nmc,179.5358565301389
2068,cath,lce,lfp,177.74049796483746
2068,cath,loh,nmc,177.74049796483746
2069,cath,lce,lfp,175.9630929851891
2069,cath,loh,nmc,175.9630929851891
2070,cath,lce,lfp,174.2034620553372
2070,cath,loh,nmc,174.2034620553372
2071,cath,lce,lfp,172.46142743478384
2071,cath,loh,nmc,172.46142743478384
2072,cath,lce,lfp,170.736813160436
2072,cath,loh,nmc,170.736813160436
2073,cath,lce,lfp,169.02944502883162
2073,cath,loh,nmc,169.02944502883162
2074,cath,lce,lfp,167.3391505785433
2074,cath,loh,nmc,167.3391505785433
2075,cath,lce,lfp,165.66575907275788
2075,cath,loh,nmc,165.66575907275788
2076,cath,lce,lfp,164.0091014820303
2076,cath,loh,nmc,164.0091014820303
2077,cath,lce,lfp,162.36901046721
2077,cath,loh,nmc,162.36901046721
2078,cath,lce,lfp,160.74532036253788
2078,cath,loh,nmc,160.74532036253788
2079,cath,lce,lfp,159.1378671589125
2079,cath,loh,nmc,159.1378671589125
2080,cath,lce,lfp,157.54648848732336
2080,cath,loh,nmc,157.54648848732336
2081,cath,lce,lfp,155.97102360245015
2081,cath,loh,nmc,155.97102360245015
2082,cath,lce,lfp,154.41131336642565
2082,cath,loh,nmc,154.41131336642565
2083,cath,lce,lfp,152.86720023276135
2083,cath,loh,nmc,152.86720023276135
2084,cath,lce,lfp,151.33852823043372
2084,cath,loh,nmc,151.33852823043372
2085,cath,lce,lfp,149.82514294812944
2085,cath,loh,nmc,149.82514294812944
2086,cath,lce,lfp,148.32689151864813
2086,cath,loh,nmc,148.32689151864813
2087,cath,lce,lfp,146.84362260346163
2087,cath,loh,nmc,146.84362260346163
2088,cath,lce,lfp,145.375186377427
2088,cath,loh,nmc,145.375186377427
2089,cath,lce,lfp,143.92143451365274
2089,cath,loh,nmc,143.92143451365274
2090,cath,lce,lfp,142.48222016851622
2090,cath,loh,nmc,142.48222016851622
2091,cath,lce,lfp,141.05739796683105
2091,cath,loh,nmc,141.05739796683105
2092,cath,lce,lfp,139.64682398716272
2092,cath,loh,nmc,139.64682398716272
2093,cath,lce,lfp,138.2503557472911
2093,cath,loh,nmc,138.2503557472911
2094,cath,lce,lfp,136.8678521898182
2094,cath,loh,nmc,136.8678521898182
2095,cath,lce,lfp,135.49917366792
2095,cath,loh,nmc,135.49917366792
2096,cath,lce,lfp,134.14418193124078
2096,cath,loh,nmc,134.14418193124078
2097,cath,lce,lfp,132.8027401119284
2097,cath,loh,nmc,132.8027401119284
2098,cath,lce,lfp,131.47471271080911
2098,cath,loh,nmc,131.47471271080911
2099,cath,lce,lfp,130.15996558370102
2099,cath,loh,nmc,130.15996558370102
2100,cath,lce,lfp,128.85836592786399
2100,cath,loh,nmc,128.85836592786399
2020,cath,loh,lfp,9999
2020,cath,lce,nmc,9999
2021,cath,loh,lfp,9999
2021,cath,lce,nmc,9999
2022,cath,loh,lfp,9999
2022,cath,lce,nmc,9999
2023,cath,loh,lfp,9999
2023,cath,lce,nmc,9999
2024,cath,loh,lfp,9999
2024,cath,lce,nmc,9999
2025,cath,loh,lfp,9999
2025,cath,lce,nmc,9999
2026,cath,loh,lfp,9999
2026,cath,lce,nmc,9999
2027,cath,loh,lfp,9999
2027,cath,lce,nmc,9999
2028,cath,loh,lfp,9999
2028,cath,lce,nmc,9999
2029,cath,loh,lfp,9999
2029,cath,lce,nmc,9999
2030,cath,loh,lfp,9999
2030,cath,lce,nmc,9999
2031,cath,loh,lfp,9999
2031,cath,lce,nmc,9999
2032,cath,loh,lfp,9999
2032,cath,lce,nmc,9999
2033,cath,loh,lfp,9999
2033,cath,lce,nmc,9999
2034,cath,loh,lfp,9999
2034,cath,lce,nmc,9999
2035,cath,loh,lfp,9999
2035,cath,lce,nmc,9999
2036,cath,loh,lfp,9999
2036,cath,lce,nmc,9999
2037,cath,loh,lfp,9999
2037,cath,lce,nmc,9999
2038,cath,loh,lfp,9999
2038,cath,lce,nmc,9999
2039,cath,loh,lfp,9999
2039,cath,lce,nmc,9999
2040,cath,loh,lfp,9999
2040,cath,lce,nmc,9999
2041,cath,loh,lfp,9999
2041,cath,lce,nmc,9999
2042,cath,loh,lfp,9999
2042,cath,lce,nmc,9999
2043,cath,loh,lfp,9999
2043,cath,lce,nmc,9999
2044,cath,loh,lfp,9999
2044,cath,lce,nmc,9999
2045,cath,loh,lfp,9999
2045,cath,lce,nmc,9999
2046,cath,loh,lfp,9999
2046,cath,lce,nmc,9999
2047,cath,loh,lfp,9999
2047,cath,lce,nmc,9999
2048,cath,loh,lfp,9999
2048,cath,lce,nmc,9999
2049,cath,loh,lfp,9999
2049,cath,lce,nmc,9999
2050,cath,loh,lfp,9999
2050,cath,lce,nmc,9999
2051,cath,loh,lfp,9999
2051,cath,lce,nmc,9999
2052,cath,loh,lfp,9999
2052,cath,lce,nmc,9999
2053,cath,loh,lfp,9999
2053,cath,lce,nmc,9999
2054,cath,loh,lfp,9999
2054,cath,lce,nmc,9999
2055,cath,loh,lfp,9999
2055,cath,lce,nmc,9999
2056,cath,loh,lfp,9999
2056,cath,lce,nmc,9999
2057,cath,loh,lfp,9999
2057,cath,lce,nmc,9999
2058,cath,loh,lfp,9999
2058,cath,lce,nmc,9999
2059,cath,loh,lfp,9999
2059,cath,lce,nmc,9999
2060,cath,loh,lfp,9999
2060,cath,lce,nmc,9999
2061,cath,loh,lfp,9999
2061,cath,lce,nmc,9999
2062,cath,loh,lfp,9999
2062,cath,lce,nmc,9999
2063,cath,loh,lfp,9999
2063,cath,lce,nmc,9999
2064,cath,loh,lfp,9999
2064,cath,lce,nmc,9999
2065,cath,loh,lfp,9999
2065,cath,lce,nmc,9999
2066,cath,loh,lfp,9999
2066,cath,lce,nmc,9999
2067,cath,loh,lfp,9999
2067,cath,lce,nmc,9999
2068,cath,loh,lfp,9999
2068,cath,lce,nmc,9999
2069,cath,loh,lfp,9999
2069,cath,lce,nmc,9999
2070,cath,loh,lfp,9999
2070,cath,lce,nmc,9999
2071,cath,loh,lfp,9999
2071,cath,lce,nmc,9999
2072,cath,loh,lfp,9999
2072,cath,lce,nmc,9999
2073,cath,loh,lfp,9999
2073,cath,lce,nmc,9999
2074,cath,loh,lfp,9999
2074,cath,lce,nmc,9999
2075,cath,loh,lfp,9999
2075,cath,lce,nmc,9999
2076,cath,loh,lfp,9999
2076,cath,lce,nmc,9999
2077,cath,loh,lfp,9999
2077,cath,lce,nmc,9999
2078,cath,loh,lfp,9999
2078,cath,lce,nmc,9999
2079,cath,loh,lfp,9999
2079,cath,lce,nmc,9999
2080,cath,loh,lfp,9999
2080,cath,lce,nmc,9999
2081,cath,loh,lfp,9999
2081,cath,lce,nmc,9999
2082,cath,loh,lfp,9999
2082,cath,lce,nmc,9999
2083,cath,loh,lfp,9999
2083,cath,lce,nmc,9999
2084,cath,loh,lfp,9999
2084,cath,lce,nmc,9999
2085,cath,loh,lfp,9999
2085,cath,lce,nmc,9999
2086,cath,loh,lfp,9999
2086,cath,lce,nmc,9999
2087,cath,loh,lfp,9999
2087,cath,lce,nmc,9999
2088,cath,loh,lfp,9999
2088,cath,lce,nmc,9999
2089,cath,loh,lfp,9999
2089,cath,lce,nmc,9999
2090,cath,loh,lfp,9999
2090,cath,lce,nmc,9999
2091,cath,loh,lfp,9999
2091,cath,lce,nmc,9999
2092,cath,loh,lfp,9999
2092,cath,lce,nmc,9999
2093,cath,loh,lfp,9999
2093,cath,lce,nmc,9999
2094,cath,loh,lfp,9999
2094,cath,lce,nmc,9999
2095,cath,loh,lfp,9999
2095,cath,lce,nmc,9999
2096,cath,loh,lfp,9999
2096,cath,lce,nmc,9999
2097,cath,loh,lfp,9999
2097,cath,lce,nmc,9999
2098,cath,loh,lfp,9999
2098,cath,lce,nmc,9999
2099,cath,loh,lfp,9999
2099,cath,lce,nmc,9999
2100,cath,loh,lfp,9999
2100,cath,lce,nmc,9999
