Year,Stage,Input,Output,CO2
2050,proc,brine,lce,1.850061286743741
2050,proc,brine,loh,5.707767368580167
2050,proc,spod,lce,5.550183860231223
2050,proc,spod,loh,14.26941842145042
2050,proc,clay,lce,3.700122573487482
2050,proc,clay,loh,9.988592895015293
2051,proc,brine,lce,1.8315606738763033
2051,proc,brine,loh,5.650689694894365
2051,proc,spod,lce,5.49468202162891
2051,proc,spod,loh,14.126724237235914
2051,proc,clay,lce,3.6631213477526066
2051,proc,clay,loh,9.888706966065138
2052,proc,brine,lce,1.81324506713754
2052,proc,brine,loh,5.594182797945421
2052,proc,spod,lce,5.439735201412621
2052,proc,spod,loh,13.985456994863553
2052,proc,clay,lce,3.62649013427508
2052,proc,clay,loh,9.789819896404486
2053,proc,brine,lce,1.795112616466165
2053,proc,brine,loh,5.538240969965967
2053,proc,spod,lce,5.385337849398495
2053,proc,spod,loh,13.845602424914919
2053,proc,clay,lce,3.59022523293233
2053,proc,clay,loh,9.691921697440442
2054,proc,brine,lce,1.7771614903015032
2054,proc,brine,loh,5.482858560266307
2054,proc,spod,lce,5.33148447090451
2054,proc,spod,loh,13.707146400665769
2054,proc,clay,lce,3.5543229806030063
2054,proc,clay,loh,9.595002480466038
2055,proc,brine,lce,1.7593898753984882
2055,proc,brine,loh,5.4280299746636445
2055,proc,spod,lce,5.2781696261954645
2055,proc,spod,loh,13.570074936659111
2055,proc,clay,lce,3.5187797507969765
2055,proc,clay,loh,9.499052455661378
2056,proc,brine,lce,1.7417959766445033
2056,proc,brine,loh,5.373749674917008
2056,proc,spod,lce,5.225387929933509
2056,proc,spod,loh,13.43437418729252
2056,proc,clay,lce,3.4835919532890065
2056,proc,clay,loh,9.404061931104764
2057,proc,brine,lce,1.7243780168780583
2057,proc,brine,loh,5.320012178167838
2057,proc,spod,lce,5.173134050634174
2057,proc,spod,loh,13.300030445419594
2057,proc,clay,lce,3.4487560337561165
2057,proc,clay,loh,9.310021311793715
2058,proc,brine,lce,1.7071342367092777
2058,proc,brine,loh,5.26681205638616
2058,proc,spod,lce,5.121402710127833
2058,proc,spod,loh,13.1670301409654
2058,proc,clay,lce,3.4142684734185553
2058,proc,clay,loh,9.216921098675778
2059,proc,brine,lce,1.6900628943421847
2059,proc,brine,loh,5.214143935822298
2059,proc,spod,lce,5.070188683026554
2059,proc,spod,loh,13.035359839555746
2059,proc,clay,lce,3.3801257886843694
2059,proc,clay,loh,9.12475188768902
2060,proc,brine,lce,1.673162265398763
2060,proc,brine,loh,5.1620024964640745
2060,proc,spod,lce,5.019486796196289
2060,proc,spod,loh,12.905006241160187
2060,proc,clay,lce,3.346324530797526
2060,proc,clay,loh,9.03350436881213
2061,proc,brine,lce,1.6564306427447753
2061,proc,brine,loh,5.110382471499434
2061,proc,spod,lce,4.969291928234326
2061,proc,spod,loh,12.775956178748585
2061,proc,clay,lce,3.3128612854895505
2061,proc,clay,loh,8.943169325124009
2062,proc,brine,lce,1.6398663363173276
2062,proc,brine,loh,5.059278646784439
2062,proc,spod,lce,4.919599008951983
2062,proc,spod,loh,12.6481966169611
2062,proc,clay,lce,3.279732672634655
2062,proc,clay,loh,8.85373763187277
2063,proc,brine,lce,1.6234676729541542
2063,proc,brine,loh,5.008685860316595
2063,proc,spod,lce,4.870403018862462
2063,proc,spod,loh,12.521714650791488
2063,proc,clay,lce,3.2469353459083083
2063,proc,clay,loh,8.76520025555404
2064,proc,brine,lce,1.6072329962246126
2064,proc,brine,loh,4.958599001713429
2064,proc,spod,lce,4.8216989886738375
2064,proc,spod,loh,12.396497504283571
2064,proc,clay,lce,3.214465992449225
2064,proc,clay,loh,8.6775482529985
2065,proc,brine,lce,1.5911606662623663
2065,proc,brine,loh,4.9090130116962944
2065,proc,spod,lce,4.773481998787099
2065,proc,spod,loh,12.272532529240737
2065,proc,clay,lce,3.1823213325247326
2065,proc,clay,loh,8.590772770468515
2066,proc,brine,lce,1.5752490595997426
2066,proc,brine,loh,4.859922881579331
2066,proc,spod,lce,4.725747178799228
2066,proc,spod,loh,12.149807203948328
2066,proc,clay,lce,3.150498119199485
2066,proc,clay,loh,8.504865042763829
2067,proc,brine,lce,1.5594965690037454
2067,proc,brine,loh,4.811323652763538
2067,proc,spod,lce,4.678489707011236
2067,proc,spod,loh,12.028309131908847
2067,proc,clay,lce,3.118993138007491
2067,proc,clay,loh,8.419816392336191
2068,proc,brine,lce,1.5439016033137076
2068,proc,brine,loh,4.763210416235902
2068,proc,spod,lce,4.631704809941123
2068,proc,spod,loh,11.908026040589755
2068,proc,clay,lce,3.0878032066274153
2068,proc,clay,loh,8.335618228412828
2069,proc,brine,lce,1.5284625872805706
2069,proc,brine,loh,4.715578312073544
2069,proc,spod,lce,4.585387761841712
2069,proc,spod,loh,11.788945780183859
2069,proc,clay,lce,3.056925174561141
2069,proc,clay,loh,8.2522620461287
2070,proc,brine,lce,1.513177961407765
2070,proc,brine,loh,4.668422528952808
2070,proc,spod,lce,4.539533884223295
2070,proc,spod,loh,11.67105632238202
2070,proc,clay,lce,3.02635592281553
2070,proc,clay,loh,8.169739425667414
2071,proc,brine,lce,1.4980461817936874
2071,proc,brine,loh,4.62173830366328
2071,proc,spod,lce,4.4941385453810625
2071,proc,spod,loh,11.5543457591582
2071,proc,clay,lce,2.996092363587375
2071,proc,clay,loh,8.08804203141074
2072,proc,brine,lce,1.4830657199757504
2072,proc,brine,loh,4.575520920626647
2072,proc,spod,lce,4.449197159927251
2072,proc,spod,loh,11.438802301566618
2072,proc,clay,lce,2.966131439951501
2072,proc,clay,loh,8.007161611096631
2073,proc,brine,lce,1.4682350627759928
2073,proc,brine,loh,4.52976571142038
2073,proc,spod,lce,4.404705188327979
2073,proc,spod,loh,11.32441427855095
2073,proc,clay,lce,2.9364701255519856
2073,proc,clay,loh,7.927089994985665
2074,proc,brine,lce,1.4535527121482328
2074,proc,brine,loh,4.484468054306176
2074,proc,spod,lce,4.360658136444699
2074,proc,spod,loh,11.21117013576544
2074,proc,clay,lce,2.9071054242964656
2074,proc,clay,loh,7.847819095035808
2075,proc,brine,lce,1.4390171850267506
2075,proc,brine,loh,4.439623373763115
2075,proc,spod,lce,4.317051555080252
2075,proc,spod,loh,11.099058434407787
2075,proc,clay,lce,2.878034370053501
2075,proc,clay,loh,7.769340904085451
2076,proc,brine,lce,1.424627013176483
2076,proc,brine,loh,4.395227140025484
2076,proc,spod,lce,4.273881039529449
2076,proc,spod,loh,10.98806785006371
2076,proc,clay,lce,2.849254026352966
2076,proc,clay,loh,7.691647495044596
2077,proc,brine,lce,1.4103807430447182
2077,proc,brine,loh,4.351274868625229
2077,proc,spod,lce,4.2311422291341545
2077,proc,spod,loh,10.878187171563072
2077,proc,clay,lce,2.8207614860894363
2077,proc,clay,loh,7.614731020094149
2078,proc,brine,lce,1.396276935614271
2078,proc,brine,loh,4.307762119938976
2078,proc,spod,lce,4.188830806842813
2078,proc,spod,loh,10.769405299847442
2078,proc,clay,lce,2.792553871228542
2078,proc,clay,loh,7.538583709893208
2079,proc,brine,lce,1.3823141662581284
2079,proc,brine,loh,4.264684498739586
2079,proc,spod,lce,4.146942498774385
2079,proc,spod,loh,10.661711246848967
2079,proc,clay,lce,2.764628332516257
2079,proc,clay,loh,7.463197872794276
2080,proc,brine,lce,1.3684910245955468
2080,proc,brine,loh,4.22203765375219
2080,proc,spod,lce,4.105473073786641
2080,proc,spod,loh,10.555094134380475
2080,proc,clay,lce,2.7369820491910937
2080,proc,clay,loh,7.388565894066333
2081,proc,brine,lce,1.3548061143495915
2081,proc,brine,loh,4.179817277214668
2081,proc,spod,lce,4.064418343048774
2081,proc,spod,loh,10.449543193036671
2081,proc,clay,lce,2.709612228699183
2081,proc,clay,loh,7.314680235125669
2082,proc,brine,lce,1.3412580532060956
2082,proc,brine,loh,4.138019104442522
2082,proc,spod,lce,4.023774159618287
2082,proc,spod,loh,10.345047761106306
2082,proc,clay,lce,2.682516106412191
2082,proc,clay,loh,7.241533432774413
2083,proc,brine,lce,1.3278454726740345
2083,proc,brine,loh,4.096638913398096
2083,proc,spod,lce,3.983536418022103
2083,proc,spod,loh,10.24159728349524
2083,proc,clay,lce,2.655690945348069
2083,proc,clay,loh,7.169118098446668
2084,proc,brine,lce,1.314567017947294
2084,proc,brine,loh,4.055672524264114
2084,proc,spod,lce,3.943701053841882
2084,proc,spod,loh,10.139181310660287
2084,proc,clay,lce,2.629134035894588
2084,proc,clay,loh,7.0974269174622
2085,proc,brine,lce,1.3014213477678214
2085,proc,brine,loh,4.0151157990214745
2085,proc,spod,lce,3.9042640433034643
2085,proc,spod,loh,10.037789497553687
2085,proc,clay,lce,2.6028426955356427
2085,proc,clay,loh,7.026452648287581
2086,proc,brine,lce,1.288407134290143
2086,proc,brine,loh,3.9749646410312596
2086,proc,spod,lce,3.865221402870429
2086,proc,spod,loh,9.937411602578148
2086,proc,clay,lce,2.576814268580286
2086,proc,clay,loh,6.956188121804704
2087,proc,brine,lce,1.2755230629472414
2087,proc,brine,loh,3.9352149946209463
2087,proc,spod,lce,3.8265691888417246
2087,proc,spod,loh,9.838037486552366
2087,proc,clay,lce,2.5510461258944828
2087,proc,clay,loh,6.886626240586656
2088,proc,brine,lce,1.2627678323177691
2088,proc,brine,loh,3.895862844674737
2088,proc,spod,lce,3.7883034969533074
2088,proc,spod,loh,9.739657111686844
2088,proc,clay,lce,2.5255356646355382
2088,proc,clay,loh,6.817759978180789
2089,proc,brine,lce,1.2501401539945913
2089,proc,brine,loh,3.8569042162279894
2089,proc,spod,lce,3.750420461983774
2089,proc,spod,loh,9.642260540569975
2089,proc,clay,lce,2.5002803079891827
2089,proc,clay,loh,6.749582378398982
2090,proc,brine,lce,1.2376387524546455
2090,proc,brine,loh,3.8183351740657097
2090,proc,spod,lce,3.7129162573639363
2090,proc,spod,loh,9.545837935164275
2090,proc,clay,lce,2.475277504909291
2090,proc,clay,loh,6.682086554614992
2091,proc,brine,lce,1.225262364930099
2091,proc,brine,loh,3.7801518223250525
2091,proc,spod,lce,3.675787094790297
2091,proc,spod,loh,9.450379555812631
2091,proc,clay,lce,2.450524729860198
2091,proc,clay,loh,6.615265689068842
2092,proc,brine,lce,1.2130097412807979
2092,proc,brine,loh,3.7423503041018016
2092,proc,spod,lce,3.639029223842394
2092,proc,spod,loh,9.355875760254504
2092,proc,clay,lce,2.4260194825615957
2092,proc,clay,loh,6.549113032178153
2093,proc,brine,lce,1.2008796438679898
2093,proc,brine,loh,3.704926801060784
2093,proc,spod,lce,3.6026389316039698
2093,proc,spod,loh,9.26231700265196
2093,proc,clay,lce,2.4017592877359797
2093,proc,clay,loh,6.483621901856371
2094,proc,brine,lce,1.1888708474293102
2094,proc,brine,loh,3.667877533050176
2094,proc,spod,lce,3.5666125422879302
2094,proc,spod,loh,9.169693832625441
2094,proc,clay,lce,2.3777416948586203
2094,proc,clay,loh,6.418785682837807
2095,proc,brine,lce,1.1769821389550168
2095,proc,brine,loh,3.6311987577196736
2095,proc,spod,lce,3.53094641686505
2095,proc,spod,loh,9.077996894299185
2095,proc,clay,lce,2.3539642779100336
2095,proc,clay,loh,6.354597826009429
2096,proc,brine,lce,1.1652123175654665
2096,proc,brine,loh,3.5948867701424767
2096,proc,spod,lce,3.4956369526963997
2096,proc,spod,loh,8.987216925356194
2096,proc,clay,lce,2.330424635130933
2096,proc,clay,loh,6.291051847749334
2097,proc,brine,lce,1.153560194389812
2097,proc,brine,loh,3.5589379024410523
2097,proc,spod,lce,3.460680583169436
2097,proc,spod,loh,8.897344756102632
2097,proc,clay,lce,2.307120388779624
2097,proc,clay,loh,6.228141329271841
2098,proc,brine,lce,1.1420245924459138
2098,proc,brine,loh,3.5233485234166415
2098,proc,spod,lce,3.4260737773377414
2098,proc,spod,loh,8.808371308541604
2098,proc,clay,lce,2.2840491848918276
2098,proc,clay,loh,6.165859915979123
2099,proc,brine,lce,1.1306043465214548
2099,proc,brine,loh,3.4881150381824755
2099,proc,spod,lce,3.391813039564364
2099,proc,spod,loh,8.72028759545619
2099,proc,clay,lce,2.2612086930429096
2099,proc,clay,loh,6.104201316819332
2100,proc,brine,lce,1.11929830305624
2100,proc,brine,loh,3.45323388780065
2100,proc,spod,lce,3.3578949091687202
2100,proc,spod,loh,8.633084719501626
2100,proc,clay,lce,2.23859660611248
2100,proc,clay,loh,6.043159303651137
