Year,Stage,Input,Output,CO2
2031,pack,GWh_lfp,phev_lfp,735
2032,pack,GWh_nmc,bev_nmc,2775.2653978553003
2032,pack,GWh_lfp,bev_lfp,3038
2032,pack,GWh_nmc,phev_nmc,463.23331614758786
2032,pack,GWh_lfp,phev_lfp,735
2033,pack,GWh_nmc,bev_nmc,2747.5127438767477
2033,pack,GWh_lfp,bev_lfp,3038
2033,pack,GWh_nmc,phev_nmc,440.07165034020846
2033,pack,GWh_lfp,phev_lfp,735
2034,pack,GWh_nmc,bev_nmc,2720.03761643798
2034,pack,GWh_lfp,bev_lfp,3038
2034,pack,GWh_nmc,phev_nmc,418.068067823198
2034,pack,GWh_lfp,phev_lfp,735
2035,pack,GWh_nmc,bev_nmc,2692.8372402736004
2035,pack,GWh_lfp,bev_lfp,3038
2035,pack,GWh_nmc,phev_nmc,397.1646644320381
2035,pack,GWh_lfp,phev_lfp,735
2036,pack,GWh_nmc,bev_nmc,2665.908867870864
2036,pack,GWh_lfp,bev_lfp,3038
2036,pack,GWh_nmc,phev_nmc,377.3064312104362
2036,pack,GWh_lfp,phev_lfp,735
2037,pack,GWh_nmc,bev_nmc,2639.2497791921555
2037,pack,GWh_lfp,bev_lfp,3038
2037,pack,GWh_nmc,phev_nmc,358.4411096499144
2037,pack,GWh_lfp,phev_lfp,735
2038,pack,GWh_nmc,bev_nmc,2612.857281400234
2038,pack,GWh_lfp,bev_lfp,3038
2038,pack,GWh_nmc,phev_nmc,340.5190541674187
2038,pack,GWh_lfp,phev_lfp,735
2039,pack,GWh_nmc,bev_nmc,2586.7287085862317
2039,pack,GWh_lfp,bev_lfp,3038
2039,pack,GWh_nmc,phev_nmc,323.49310145904775
2039,pack,GWh_lfp,phev_lfp,735
2040,pack,GWh_nmc,bev_nmc,2560.861421500369
2040,pack,GWh_lfp,bev_lfp,3038
2040,pack,GWh_nmc,phev_nmc,307.31844638609533
2040,pack,GWh_lfp,phev_lfp,735
2041,pack,GWh_nmc,bev_nmc,2535.2528072853656
2041,pack,GWh_lfp,bev_lfp,3038
2041,pack,GWh_nmc,phev_nmc,291.9525240667906
2041,pack,GWh_lfp,phev_lfp,735
2042,pack,GWh_nmc,bev_nmc,2509.9002792125116
2042,pack,GWh_lfp,bev_lfp,3038
2042,pack,GWh_nmc,phev_nmc,277.354897863451
2042,pack,GWh_lfp,phev_lfp,735
2043,pack,GWh_nmc,bev_nmc,2484.801276420387
2043,pack,GWh_lfp,bev_lfp,3038
2043,pack,GWh_nmc,phev_nmc,263.4871529702785
2043,pack,GWh_lfp,phev_lfp,735
2044,pack,GWh_nmc,bev_nmc,2459.9532636561826
2044,pack,GWh_lfp,bev_lfp,3038
2044,pack,GWh_nmc,phev_nmc,250.31279532176458
2044,pack,GWh_lfp,phev_lfp,735
2045,pack,GWh_nmc,bev_nmc,2435.3537310196207
2045,pack,GWh_lfp,bev_lfp,3038
2045,pack,GWh_nmc,phev_nmc,237.7971555556763
2045,pack,GWh_lfp,phev_lfp,735
2046,pack,GWh_nmc,bev_nmc,2411.000193709425
2046,pack,GWh_lfp,bev_lfp,3038
2046,pack,GWh_nmc,phev_nmc,225.90729777789252
2046,pack,GWh_lfp,phev_lfp,735
2047,pack,GWh_nmc,bev_nmc,2386.89019177233
2047,pack,GWh_lfp,bev_lfp,3038
2047,pack,GWh_nmc,phev_nmc,214.6119328889979
2047,pack,GWh_lfp,phev_lfp,735
2048,pack,GWh_nmc,bev_nmc,2363.021289854607
2048,pack,GWh_lfp,bev_lfp,3038
2048,pack,GWh_nmc,phev_nmc,203.88133624454798
2048,pack,GWh_lfp,phev_lfp,735
2049,pack,GWh_nmc,bev_nmc,2339.3910769560607
2049,pack,GWh_lfp,bev_lfp,3038
2049,pack,GWh_nmc,phev_nmc,193.6872694323206
2049,pack,GWh_lfp,phev_lfp,735
2050,pack,GWh_nmc,bev_nmc,2315.9971661865
2050,pack,GWh_lfp,bev_lfp,3038
2050,pack,GWh_nmc,phev_nmc,184.00290596070457
2050,pack,GWh_lfp,phev_lfp,735
2051,pack,GWh_nmc,bev_nmc,2292.837194524635
2051,pack,GWh_lfp,bev_lfp,3038
2051,pack,GWh_nmc,phev_nmc,174.80276066266933
2051,pack,GWh_lfp,phev_lfp,735
2052,pack,GWh_nmc,bev_nmc,2269.9088225793885
2052,pack,GWh_lfp,bev_lfp,3038
2052,pack,GWh_nmc,phev_nmc,166.06262262953587
2052,pack,GWh_lfp,phev_lfp,735
2053,pack,GWh_nmc,bev_nmc,2247.2097343535947
2053,pack,GWh_lfp,bev_lfp,3038
2053,pack,GWh_nmc,phev_nmc,157.75949149805905
2053,pack,GWh_lfp,phev_lfp,735
2054,pack,GWh_nmc,bev_nmc,2224.7376370100587
2054,pack,GWh_lfp,bev_lfp,3038
2054,pack,GWh_nmc,phev_nmc,149.87151692315612
2054,pack,GWh_lfp,phev_lfp,735
2055,pack,GWh_nmc,bev_nmc,2202.4902606399583
2055,pack,GWh_lfp,bev_lfp,3038
2055,pack,GWh_nmc,phev_nmc,142.37794107699833
2055,pack,GWh_lfp,phev_lfp,735
2056,pack,GWh_nmc,bev_nmc,2180.4653580335585
2056,pack,GWh_lfp,bev_lfp,3038
2056,pack,GWh_nmc,phev_nmc,135.2590440231484
2056,pack,GWh_lfp,phev_lfp,735
2057,pack,GWh_nmc,bev_nmc,2158.660704453223
2057,pack,GWh_lfp,bev_lfp,3038
2057,pack,GWh_nmc,phev_nmc,128.496091821991
2057,pack,GWh_lfp,phev_lfp,735
2058,pack,GWh_nmc,bev_nmc,2137.0740974086907
2058,pack,GWh_lfp,bev_lfp,3038
2058,pack,GWh_nmc,phev_nmc,122.07128723089141
2058,pack,GWh_lfp,phev_lfp,735
2059,pack,GWh_nmc,bev_nmc,2115.703356434604
2059,pack,GWh_lfp,bev_lfp,3038
2059,pack,GWh_nmc,phev_nmc,115.96772286934686
2059,pack,GWh_lfp,phev_lfp,735
2060,pack,GWh_nmc,bev_nmc,2094.546322870258
2060,pack,GWh_lfp,bev_lfp,3038
2060,pack,GWh_nmc,phev_nmc,110.16933672587952
2060,pack,GWh_lfp,phev_lfp,735
2061,pack,GWh_nmc,bev_nmc,2073.6008596415554
2061,pack,GWh_lfp,bev_lfp,3038
2061,pack,GWh_nmc,phev_nmc,104.66086988958553
2061,pack,GWh_lfp,phev_lfp,735
2062,pack,GWh_nmc,bev_nmc,2052.86485104514
2062,pack,GWh_lfp,bev_lfp,3038
2062,pack,GWh_nmc,phev_nmc,99.42782639510627
2062,pack,GWh_lfp,phev_lfp,735
2063,pack,GWh_nmc,bev_nmc,2032.336202534688
2063,pack,GWh_lfp,bev_lfp,3038
2063,pack,GWh_nmc,phev_nmc,94.45643507535095
2063,pack,GWh_lfp,phev_lfp,735
2064,pack,GWh_nmc,bev_nmc,2012.012840509341
2064,pack,GWh_lfp,bev_lfp,3038
2064,pack,GWh_nmc,phev_nmc,89.73361332158339
2064,pack,GWh_lfp,phev_lfp,735
2065,pack,GWh_nmc,bev_nmc,1991.8927121042477
2065,pack,GWh_lfp,bev_lfp,3038
2065,pack,GWh_nmc,phev_nmc,85.24693265550424
2065,pack,GWh_lfp,phev_lfp,735
2066,pack,GWh_nmc,bev_nmc,1971.9737849832052
2066,pack,GWh_lfp,bev_lfp,3038
2066,pack,GWh_nmc,phev_nmc,80.98458602272902
2066,pack,GWh_lfp,phev_lfp,735
2067,pack,GWh_nmc,bev_nmc,1952.2540471333734
2067,pack,GWh_lfp,bev_lfp,3038
2067,pack,GWh_nmc,phev_nmc,76.93535672159256
2067,pack,GWh_lfp,phev_lfp,735
2068,pack,GWh_nmc,bev_nmc,1932.7315066620392
2068,pack,GWh_lfp,bev_lfp,3038
2068,pack,GWh_nmc,phev_nmc,73.08858888551293
2068,pack,GWh_lfp,phev_lfp,735
2069,pack,GWh_nmc,bev_nmc,1913.404191595419
2069,pack,GWh_lfp,bev_lfp,3038
2069,pack,GWh_nmc,phev_nmc,69.43415944123728
2069,pack,GWh_lfp,phev_lfp,735
2070,pack,GWh_nmc,bev_nmc,1894.2701496794648
2070,pack,GWh_lfp,bev_lfp,3038
2070,pack,GWh_nmc,phev_nmc,65.96245146917542
2070,pack,GWh_lfp,phev_lfp,735
2071,pack,GWh_nmc,bev_nmc,1875.3274481826702
2071,pack,GWh_lfp,bev_lfp,3038
2071,pack,GWh_nmc,phev_nmc,62.66432889571665
2071,pack,GWh_lfp,phev_lfp,735
2072,pack,GWh_nmc,bev_nmc,1856.5741737008432
2072,pack,GWh_lfp,bev_lfp,3038
2072,pack,GWh_nmc,phev_nmc,59.53111245093082
2072,pack,GWh_lfp,phev_lfp,735
2073,pack,GWh_nmc,bev_nmc,1838.0084319638347
2073,pack,GWh_lfp,bev_lfp,3038
2073,pack,GWh_nmc,phev_nmc,56.55455682838428
2073,pack,GWh_lfp,phev_lfp,735
2074,pack,GWh_nmc,bev_nmc,1819.6283476441963
2074,pack,GWh_lfp,bev_lfp,3038
2074,pack,GWh_nmc,phev_nmc,53.72682898696506
2074,pack,GWh_lfp,phev_lfp,735
2075,pack,GWh_nmc,bev_nmc,1801.4320641677546
2075,pack,GWh_lfp,bev_lfp,3038
2075,pack,GWh_nmc,phev_nmc,51.040487537616805
2075,pack,GWh_lfp,phev_lfp,735
2076,pack,GWh_nmc,bev_nmc,1783.417743526077
2076,pack,GWh_lfp,bev_lfp,3038
2076,pack,GWh_nmc,phev_nmc,48.488463160735975
2076,pack,GWh_lfp,phev_lfp,735
2077,pack,GWh_nmc,bev_nmc,1765.583566090816
2077,pack,GWh_lfp,bev_lfp,3038
2077,pack,GWh_nmc,phev_nmc,46.064040002699166
2077,pack,GWh_lfp,phev_lfp,735
2078,pack,GWh_nmc,bev_nmc,1747.927730429908
2078,pack,GWh_lfp,bev_lfp,3038
2078,pack,GWh_nmc,phev_nmc,43.76083800256421
2078,pack,GWh_lfp,phev_lfp,735
2079,pack,GWh_nmc,bev_nmc,1730.448453125609
2079,pack,GWh_lfp,bev_lfp,3038
2079,pack,GWh_nmc,phev_nmc,41.572796102436
2079,pack,GWh_lfp,phev_lfp,735
2080,pack,GWh_nmc,bev_nmc,1713.1439685943526
2080,pack,GWh_lfp,bev_lfp,3038
2080,pack,GWh_nmc,phev_nmc,39.4941562973142
2080,pack,GWh_lfp,phev_lfp,735
2081,pack,GWh_nmc,bev_nmc,1696.0125289084092
2081,pack,GWh_lfp,bev_lfp,3038
2081,pack,GWh_nmc,phev_nmc,37.519448482448496
2081,pack,GWh_lfp,phev_lfp,735
2082,pack,GWh_nmc,bev_nmc,1679.052403619325
2082,pack,GWh_lfp,bev_lfp,3038
2082,pack,GWh_nmc,phev_nmc,35.643476058326065
2082,pack,GWh_lfp,phev_lfp,735
2083,pack,GWh_nmc,bev_nmc,1662.2618795831315
2083,pack,GWh_lfp,bev_lfp,3038
2083,pack,GWh_nmc,phev_nmc,33.861302255409754
2083,pack,GWh_lfp,phev_lfp,735
2084,pack,GWh_nmc,bev_nmc,1645.6392607873001
2084,pack,GWh_lfp,bev_lfp,3038
2084,pack,GWh_nmc,phev_nmc,32.16823714263927
2084,pack,GWh_lfp,phev_lfp,735
2085,pack,GWh_nmc,bev_nmc,1629.1828681794277
2085,pack,GWh_lfp,bev_lfp,3038
2085,pack,GWh_nmc,phev_nmc,30.559825285507305
2085,pack,GWh_lfp,phev_lfp,735
2086,pack,GWh_nmc,bev_nmc,1612.891039497633
2086,pack,GWh_lfp,bev_lfp,3038
2086,pack,GWh_nmc,phev_nmc,29.031834021231944
2086,pack,GWh_lfp,phev_lfp,735
2087,pack,GWh_nmc,bev_nmc,1596.7621291026567
2087,pack,GWh_lfp,bev_lfp,3038
2087,pack,GWh_nmc,phev_nmc,27.580242320170345
2087,pack,GWh_lfp,phev_lfp,735
2088,pack,GWh_nmc,bev_nmc,1580.7945078116302
2088,pack,GWh_lfp,bev_lfp,3038
2088,pack,GWh_nmc,phev_nmc,26.201230204161828
2088,pack,GWh_lfp,phev_lfp,735
2089,pack,GWh_nmc,bev_nmc,1564.9865627335137
2089,pack,GWh_lfp,bev_lfp,3038
2089,pack,GWh_nmc,phev_nmc,24.891168693953738
2089,pack,GWh_lfp,phev_lfp,735
2090,pack,GWh_nmc,bev_nmc,1549.3366971061787
2090,pack,GWh_lfp,bev_lfp,3038
2090,pack,GWh_nmc,phev_nmc,23.646610259256047
2090,pack,GWh_lfp,phev_lfp,735
2091,pack,GWh_nmc,bev_nmc,1533.843330135117
2091,pack,GWh_lfp,bev_lfp,3038
2091,pack,GWh_nmc,phev_nmc,22.464279746293247
2091,pack,GWh_lfp,phev_lfp,735
2092,pack,GWh_nmc,bev_nmc,1518.5048968337655
2092,pack,GWh_lfp,bev_lfp,3038
2092,pack,GWh_nmc,phev_nmc,21.341065758978587
2092,pack,GWh_lfp,phev_lfp,735
2093,pack,GWh_nmc,bev_nmc,1503.3198478654278
2093,pack,GWh_lfp,bev_lfp,3038
2093,pack,GWh_nmc,phev_nmc,20.274012471029653
2093,pack,GWh_lfp,phev_lfp,735
2094,pack,GWh_nmc,bev_nmc,1488.2866493867737
2094,pack,GWh_lfp,bev_lfp,3038
2094,pack,GWh_nmc,phev_nmc,19.26031184747817
2094,pack,GWh_lfp,phev_lfp,735
2095,pack,GWh_nmc,bev_nmc,1473.4037828929056
2095,pack,GWh_lfp,bev_lfp,3038
2095,pack,GWh_nmc,phev_nmc,18.297296255104264
2095,pack,GWh_lfp,phev_lfp,735
2096,pack,GWh_nmc,bev_nmc,1458.6697450639767
2096,pack,GWh_lfp,bev_lfp,3038
2096,pack,GWh_nmc,phev_nmc,17.38243144234905
2096,pack,GWh_lfp,phev_lfp,735
2097,pack,GWh_nmc,bev_nmc,1444.083047613337
2097,pack,GWh_lfp,bev_lfp,3038
2097,pack,GWh_nmc,phev_nmc,16.5133098702316
2097,pack,GWh_lfp,phev_lfp,735
2098,pack,GWh_nmc,bev_nmc,1429.6422171372035
2098,pack,GWh_lfp,bev_lfp,3038
2098,pack,GWh_nmc,phev_nmc,15.687644376720016
2098,pack,GWh_lfp,phev_lfp,735
2099,pack,GWh_nmc,bev_nmc,1415.3457949658316
2099,pack,GWh_lfp,bev_lfp,3038
2099,pack,GWh_nmc,phev_nmc,14.903262157884015
2099,pack,GWh_lfp,phev_lfp,735
2100,pack,GWh_nmc,bev_nmc,1401.192337016173
2100,pack,GWh_lfp,bev_lfp,3038
2100,pack,GWh_nmc,phev_nmc,14.158099049989815
2100,pack,GWh_lfp,phev_lfp,735
2020,pack,GWh_nmc,bev_lfp,9999
2020,pack,GWh_nmc,phev_lfp,9999
2020,pack,GWh_lfp,bev_nmc,9999
2020,pack,GWh_lfp,phev_nmc,9999
2021,pack,GWh_nmc,bev_lfp,9999
2021,pack,GWh_nmc,phev_lfp,9999
2021,pack,GWh_lfp,bev_nmc,9999
2021,pack,GWh_lfp,phev_nmc,9999
2022,pack,GWh_nmc,bev_lfp,9999
2022,pack,GWh_nmc,phev_lfp,9999
2022,pack,GWh_lfp,bev_nmc,9999
2022,pack,GWh_lfp,phev_nmc,9999
2023,pack,GWh_nmc,bev_lfp,9999
2023,pack,GWh_nmc,phev_lfp,9999
2023,pack,GWh_lfp,bev_nmc,9999
2023,pack,GWh_lfp,phev_nmc,9999
2024,pack,GWh_nmc,bev_lfp,9999
2024,pack,GWh_nmc,phev_lfp,9999
2024,pack,GWh_lfp,bev_nmc,9999
2024,pack,GWh_lfp,phev_nmc,9999
2025,pack,GWh_nmc,bev_lfp,9999
2025,pack,GWh_nmc,phev_lfp,9999
2025,pack,GWh_lfp,bev_nmc,9999
2025,pack,GWh_lfp,phev_nmc,9999
2026,pack,GWh_nmc,bev_lfp,9999
2026,pack,GWh_nmc,phev_lfp,9999
2026,pack,GWh_lfp,bev_nmc,9999
2026,pack,GWh_lfp,phev_nmc,9999
2027,pack,GWh_nmc,bev_lfp,9999
2027,pack,GWh_nmc,phev_lfp,9999
2027,pack,GWh_lfp,bev_nmc,9999
2027,pack,GWh_lfp,phev_nmc,9999
2028,pack,GWh_nmc,bev_lfp,9999
2028,pack,GWh_nmc,phev_lfp,9999
2028,pack,GWh_lfp,bev_nmc,9999
2028,pack,GWh_lfp,phev_nmc,9999
2029,pack,GWh_nmc,bev_lfp,9999
2029,pack,GWh_nmc,phev_lfp,9999
2029,pack,GWh_lfp,bev_nmc,9999
2029,pack,GWh_lfp,phev_nmc,9999
2030,pack,GWh_nmc,bev_lfp,9999
2030,pack,GWh_nmc,phev_lfp,9999
2030,pack,GWh_lfp,bev_nmc,9999
2030,pack,GWh_lfp,phev_nmc,9999
2031,pack,GWh_nmc,bev_lfp,9999
2031,pack,GWh_nmc,phev_lfp,9999
2031,pack,GWh_lfp,bev_nmc,9999
2031,pack,GWh_lfp,phev_nmc,9999
2032,pack,GWh_nmc,bev_lfp,9999
2032,pack,GWh_nmc,phev_lfp,9999
2032,pack,GWh_lfp,bev_nmc,9999
2032,pack,GWh_lfp,phev_nmc,9999
2033,pack,GWh_nmc,bev_lfp,9999
2033,pack,GWh_nmc,phev_lfp,9999
2033,pack,GWh_lfp,bev_nmc,9999
2033,pack,GWh_lfp,phev_nmc,9999
2034,pack,GWh_nmc,bev_lfp,9999
2034,pack,GWh_nmc,phev_lfp,9999
2034,pack,GWh_lfp,bev_nmc,9999
2034,pack,GWh_lfp,phev_nmc,9999
2035,pack,GWh_nmc,bev_lfp,9999
2035,pack,GWh_nmc,phev_lfp,9999
2035,pack,GWh_lfp,bev_nmc,9999
2035,pack,GWh_lfp,phev_nmc,9999
2036,pack,GWh_nmc,bev_lfp,9999
2036,pack,GWh_nmc,phev_lfp,9999
2036,pack,GWh_lfp,bev_nmc,9999
2036,pack,GWh_lfp,phev_nmc,9999
2037,pack,GWh_nmc,bev_lfp,9999
2037,pack,GWh_nmc,phev_lfp,9999
2037,pack,GWh_lfp,bev_nmc,9999
2037,pack,GWh_lfp,phev_nmc,9999
2038,pack,GWh_nmc,bev_lfp,9999
2038,pack,GWh_nmc,phev_lfp,9999
2038,pack,GWh_lfp,bev_nmc,9999
2038,pack,GWh_lfp,phev_nmc,9999
2039,pack,GWh_nmc,bev_lfp,9999
2039,pack,GWh_nmc,phev_lfp,9999
2039,pack,GWh_lfp,bev_nmc,9999
2039,pack,GWh_lfp,phev_nmc,9999
2040,pack,GWh_nmc,bev_lfp,9999
2040,pack,GWh_nmc,phev_lfp,9999
2040,pack,GWh_lfp,bev_nmc,9999
2040,pack,GWh_lfp,phev_nmc,9999
2041,pack,GWh_nmc,bev_lfp,9999
2041,pack,GWh_nmc,phev_lfp,9999
2041,pack,GWh_lfp,bev_nmc,9999
2041,pack,GWh_lfp,phev_nmc,9999
2042,pack,GWh_nmc,bev_lfp,9999
2042,pack,GWh_nmc,phev_lfp,9999
2042,pack,GWh_lfp,bev_nmc,9999
2042,pack,GWh_lfp,phev_nmc,9999
2043,pack,GWh_nmc,bev_lfp,9999
2043,pack,GWh_nmc,phev_lfp,9999
2043,pack,GWh_lfp,bev_nmc,9999
2043,pack,GWh_lfp,phev_nmc,9999
2044,pack,GWh_nmc,bev_lfp,9999
2044,pack,GWh_nmc,phev_lfp,9999
2044,pack,GWh_lfp,bev_nmc,9999
2044,pack,GWh_lfp,phev_nmc,9999
2045,pack,GWh_nmc,bev_lfp,9999
2045,pack,GWh_nmc,phev_lfp,9999
2045,pack,GWh_lfp,bev_nmc,9999
2045,pack,GWh_lfp,phev_nmc,9999
2046,pack,GWh_nmc,bev_lfp,9999
2046,pack,GWh_nmc,phev_lfp,9999
2046,pack,GWh_lfp,bev_nmc,9999
2046,pack,GWh_lfp,phev_nmc,9999
2047,pack,GWh_nmc,bev_lfp,9999
2047,pack,GWh_nmc,phev_lfp,9999
2047,pack,GWh_lfp,bev_nmc,9999
2047,pack,GWh_lfp,phev_nmc,9999
2048,pack,GWh_nmc,bev_lfp,9999
2048,pack,GWh_nmc,phev_lfp,9999
2048,pack,GWh_lfp,bev_nmc,9999
2048,pack,GWh_lfp,phev_nmc,9999
2049,pack,GWh_nmc,bev_lfp,9999
2049,pack,GWh_nmc,phev_lfp,9999
2049,pack,GWh_lfp,bev_nmc,9999
2049,pack,GWh_lfp,phev_nmc,9999
2050,pack,GWh_nmc,bev_lfp,9999
2050,pack,GWh_nmc,phev_lfp,9999
2050,pack,GWh_lfp,bev_nmc,9999
2050,pack,GWh_lfp,phev_nmc,9999
2051,pack,GWh_nmc,bev_lfp,9999
2051,pack,GWh_nmc,phev_lfp,9999
2051,pack,GWh_lfp,bev_nmc,9999
2051,pack,GWh_lfp,phev_nmc,9999
2052,pack,GWh_nmc,bev_lfp,9999
2052,pack,GWh_nmc,phev_lfp,9999
2052,pack,GWh_lfp,bev_nmc,9999
2052,pack,GWh_lfp,phev_nmc,9999
2053,pack,GWh_nmc,bev_lfp,9999
2053,pack,GWh_nmc,phev_lfp,9999
2053,pack,GWh_lfp,bev_nmc,9999
2053,pack,GWh_lfp,phev_nmc,9999
2054,pack,GWh_nmc,bev_lfp,9999
2054,pack,GWh_nmc,phev_lfp,9999
2054,pack,GWh_lfp,bev_nmc,9999
2054,pack,GWh_lfp,phev_nmc,9999
2055,pack,GWh_nmc,bev_lfp,9999
2055,pack,GWh_nmc,phev_lfp,9999
2055,pack,GWh_lfp,bev_nmc,9999
2055,pack,GWh_lfp,phev_nmc,9999
2056,pack,GWh_nmc,bev_lfp,9999
2056,pack,GWh_nmc,phev_lfp,9999
2056,pack,GWh_lfp,bev_nmc,9999
2056,pack,GWh_lfp,phev_nmc,9999
2057,pack,GWh_nmc,bev_lfp,9999
2057,pack,GWh_nmc,phev_lfp,9999
2057,pack,GWh_lfp,bev_nmc,9999
2057,pack,GWh_lfp,phev_nmc,9999
2058,pack,GWh_nmc,bev_lfp,9999
2058,pack,GWh_nmc,phev_lfp,9999
2058,pack,GWh_lfp,bev_nmc,9999
2058,pack,GWh_lfp,phev_nmc,9999
2059,pack,GWh_nmc,bev_lfp,9999
2059,pack,GWh_nmc,phev_lfp,9999
2059,pack,GWh_lfp,bev_nmc,9999
2059,pack,GWh_lfp,phev_nmc,9999
2060,pack,GWh_nmc,bev_lfp,9999
2060,pack,GWh_nmc,phev_lfp,9999
2060,pack,GWh_lfp,bev_nmc,9999
2060,pack,GWh_lfp,phev_nmc,9999
2061,pack,GWh_nmc,bev_lfp,9999
2061,pack,GWh_nmc,phev_lfp,9999
2061,pack,GWh_lfp,bev_nmc,9999
2061,pack,GWh_lfp,phev_nmc,9999
2062,pack,GWh_nmc,bev_lfp,9999
2062,pack,GWh_nmc,phev_lfp,9999
2062,pack,GWh_lfp,bev_nmc,9999
2062,pack,GWh_lfp,phev_nmc,9999
2063,pack,GWh_nmc,bev_lfp,9999
2063,pack,GWh_nmc,phev_lfp,9999
2063,pack,GWh_lfp,bev_nmc,9999
2063,pack,GWh_lfp,phev_nmc,9999
2064,pack,GWh_nmc,bev_lfp,9999
2064,pack,GWh_nmc,phev_lfp,9999
2064,pack,GWh_lfp,bev_nmc,9999
2064,pack,GWh_lfp,phev_nmc,9999
2065,pack,GWh_nmc,bev_lfp,9999
2065,pack,GWh_nmc,phev_lfp,9999
2065,pack,GWh_lfp,bev_nmc,9999
2065,pack,GWh_lfp,phev_nmc,9999
2066,pack,GWh_nmc,bev_lfp,9999
2066,pack,GWh_nmc,phev_lfp,9999
2066,pack,GWh_lfp,bev_nmc,9999
2066,pack,GWh_lfp,phev_nmc,9999
2067,pack,GWh_nmc,bev_lfp,9999
2067,pack,GWh_nmc,phev_lfp,9999
2067,pack,GWh_lfp,bev_nmc,9999
2067,pack,GWh_lfp,phev_nmc,9999
2068,pack,GWh_nmc,bev_lfp,9999
2068,pack,GWh_nmc,phev_lfp,9999
2068,pack,GWh_lfp,bev_nmc,9999
2068,pack,GWh_lfp,phev_nmc,9999
2069,pack,GWh_nmc,bev_lfp,9999
2069,pack,GWh_nmc,phev_lfp,9999
2069,pack,GWh_lfp,bev_nmc,9999
2069,pack,GWh_lfp,phev_nmc,9999
2070,pack,GWh_nmc,bev_lfp,9999
2070,pack,GWh_nmc,phev_lfp,9999
2070,pack,GWh_lfp,bev_nmc,9999
2070,pack,GWh_lfp,phev_nmc,9999
2071,pack,GWh_nmc,bev_lfp,9999
2071,pack,GWh_nmc,phev_lfp,9999
2071,pack,GWh_lfp,bev_nmc,9999
2071,pack,GWh_lfp,phev_nmc,9999
2072,pack,GWh_nmc,bev_lfp,9999
2072,pack,GWh_nmc,phev_lfp,9999
2072,pack,GWh_lfp,bev_nmc,9999
2072,pack,GWh_lfp,phev_nmc,9999
2073,pack,GWh_nmc,bev_lfp,9999
2073,pack,GWh_nmc,phev_lfp,9999
2073,pack,GWh_lfp,bev_nmc,9999
2073,pack,GWh_lfp,phev_nmc,9999
2074,pack,GWh_nmc,bev_lfp,9999
2074,pack,GWh_nmc,phev_lfp,9999
2074,pack,GWh_lfp,bev_nmc,9999
2074,pack,GWh_lfp,phev_nmc,9999
2075,pack,GWh_nmc,bev_lfp,9999
2075,pack,GWh_nmc,phev_lfp,9999
2075,pack,GWh_lfp,bev_nmc,9999
2075,pack,GWh_lfp,phev_nmc,9999
2076,pack,GWh_nmc,bev_lfp,9999
2076,pack,GWh_nmc,phev_lfp,9999
2076,pack,GWh_lfp,bev_nmc,9999
