Year,Stage,Input,Output,CO2
2070,cath,loh,nmc,0.006235253948911997
2070,cath,loh,lfp,0.006235253948911997
2070,cath,lce,nmc,0.006235253948911997
2070,cath,lce,lfp,0.006235253948911997
2071,cath,loh,nmc,0.006172901409422877
2071,cath,loh,lfp,0.006172901409422877
2071,cath,lce,nmc,0.006172901409422877
2071,cath,lce,lfp,0.006172901409422877
2072,cath,loh,nmc,0.006111172395328648
2072,cath,loh,lfp,0.006111172395328648
2072,cath,lce,nmc,0.006111172395328648
2072,cath,lce,lfp,0.006111172395328648
2073,cath,loh,nmc,0.006050060671375361
2073,cath,loh,lfp,0.006050060671375361
2073,cath,lce,nmc,0.006050060671375361
2073,cath,lce,lfp,0.006050060671375361
2074,cath,loh,nmc,0.005989560064661607
2074,cath,loh,lfp,0.005989560064661607
2074,cath,lce,nmc,0.005989560064661607
2074,cath,lce,lfp,0.005989560064661607
2075,cath,loh,nmc,0.0059296644640149925
2075,cath,loh,lfp,0.0059296644640149925
2075,cath,lce,nmc,0.0059296644640149925
2075,cath,lce,lfp,0.0059296644640149925
2076,cath,loh,nmc,0.005870367819374842
2076,cath,loh,lfp,0.005870367819374842
2076,cath,lce,nmc,0.005870367819374842
2076,cath,lce,lfp,0.005870367819374842
2077,cath,loh,nmc,0.005811664141181093
2077,cath,loh,lfp,0.005811664141181093
2077,cath,lce,nmc,0.005811664141181093
2077,cath,lce,lfp,0.005811664141181093
2078,cath,loh,nmc,0.005753547499769283
2078,cath,loh,lfp,0.005753547499769283
2078,cath,lce,nmc,0.005753547499769283
2078,cath,lce,lfp,0.005753547499769283
2079,cath,loh,nmc,0.00569601202477159
2079,cath,loh,lfp,0.00569601202477159
2079,cath,lce,nmc,0.00569601202477159
2079,cath,lce,lfp,0.00569601202477159
2080,cath,loh,nmc,0.005639051904523873
2080,cath,loh,lfp,0.005639051904523873
2080,cath,lce,nmc,0.005639051904523873
2080,cath,lce,lfp,0.005639051904523873
2081,cath,loh,nmc,0.005582661385478634
2081,cath,loh,lfp,0.005582661385478634
2081,cath,lce,nmc,0.005582661385478634
2081,cath,lce,lfp,0.005582661385478634
2082,cath,loh,nmc,0.005526834771623849
2082,cath,loh,lfp,0.005526834771623849
2082,cath,lce,nmc,0.005526834771623849
2082,cath,lce,lfp,0.005526834771623849
2083,cath,loh,nmc,0.005471566423907609
2083,cath,loh,lfp,0.005471566423907609
2083,cath,lce,nmc,0.005471566423907609
2083,cath,lce,lfp,0.005471566423907609
2084,cath,loh,nmc,0.005416850759668532
2084,cath,loh,lfp,0.005416850759668532
2084,cath,lce,nmc,0.005416850759668532
2084,cath,lce,lfp,0.005416850759668532
2085,cath,loh,nmc,0.005362682252071849
2085,cath,loh,lfp,0.005362682252071849
2085,cath,lce,nmc,0.005362682252071849
2085,cath,lce,lfp,0.005362682252071849
2086,cath,loh,nmc,0.00530905542955113
2086,cath,loh,lfp,0.00530905542955113
2086,cath,lce,nmc,0.00530905542955113
2086,cath,lce,lfp,0.00530905542955113
2087,cath,loh,nmc,0.005255964875255618
2087,cath,loh,lfp,0.005255964875255618
2087,cath,lce,nmc,0.005255964875255618
2087,cath,lce,lfp,0.005255964875255618
2088,cath,loh,nmc,0.0052034052265030615
2088,cath,loh,lfp,0.0052034052265030615
2088,cath,lce,nmc,0.0052034052265030615
2088,cath,lce,lfp,0.0052034052265030615
2089,cath,loh,nmc,0.005151371174238031
2089,cath,loh,lfp,0.005151371174238031
2089,cath,lce,nmc,0.005151371174238031
2089,cath,lce,lfp,0.005151371174238031
2090,cath,loh,nmc,0.0050998574624956505
2090,cath,loh,lfp,0.0050998574624956505
2090,cath,lce,nmc,0.0050998574624956505
2090,cath,lce,lfp,0.0050998574624956505
2091,cath,loh,nmc,0.005048858887870694
2091,cath,loh,lfp,0.005048858887870694
2091,cath,lce,nmc,0.005048858887870694
2091,cath,lce,lfp,0.005048858887870694
2092,cath,loh,nmc,0.004998370298991987
2092,cath,loh,lfp,0.004998370298991987
2092,cath,lce,nmc,0.004998370298991987
2092,cath,lce,lfp,0.004998370298991987
2093,cath,loh,nmc,0.004948386596002067
2093,cath,loh,lfp,0.004948386596002067
2093,cath,lce,nmc,0.004948386596002067
2093,cath,lce,lfp,0.004948386596002067
2094,cath,loh,nmc,0.004898902730042046
2094,cath,loh,lfp,0.004898902730042046
2094,cath,lce,nmc,0.004898902730042046
2094,cath,lce,lfp,0.004898902730042046
2095,cath,loh,nmc,0.004849913702741625
2095,cath,loh,lfp,0.004849913702741625
2095,cath,lce,nmc,0.004849913702741625
2095,cath,lce,lfp,0.004849913702741625
2096,cath,loh,nmc,0.0048014145657142085
2096,cath,loh,lfp,0.0048014145657142085
2096,cath,lce,nmc,0.0048014145657142085
2096,cath,lce,lfp,0.0048014145657142085
2097,cath,loh,nmc,0.004753400420057067
2097,cath,loh,lfp,0.004753400420057067
2097,cath,lce,nmc,0.004753400420057067
2097,cath,lce,lfp,0.004753400420057067
2098,cath,loh,nmc,0.004705866415856496
2098,cath,loh,lfp,0.004705866415856496
2098,cath,lce,nmc,0.004705866415856496
2098,cath,lce,lfp,0.004705866415856496
2099,cath,loh,nmc,0.004658807751697931
2099,cath,loh,lfp,0.004658807751697931
2099,cath,lce,nmc,0.004658807751697931
2099,cath,lce,lfp,0.004658807751697931
2100,cath,loh,nmc,0.004612219674180951
2100,cath,loh,lfp,0.004612219674180951
2100,cath,lce,nmc,0.004612219674180951
2100,cath,lce,lfp,0.004612219674180951
